state,route,busname,price,bustype,departing_time,duration,reaching_time,star_rating,seats_available,type,date_of_scrape
Kerala RTC Online Ticket Booking,Kalpetta (kerala) to Bangalore,DA Transports,₹ 719,A/C Sleeper (2+1),23:59,6h 46m,06:45,3.6,14 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kalpetta (kerala) to Bangalore,A1 Travels,₹ 550,A/C Seater / Sleeper (2+1),22:15,7h 15m,05:30,2.7,22 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kalpetta (kerala) to Bangalore,A1 Travels,₹ 500,Non A/C Seater / Sleeper (2+1),22:30,7h,05:30,4.3,14 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kalpetta (kerala) to Bangalore,SKS Tourist Corporation (REGD),₹ 749,Non A/C Seater / Sleeper (2+1),23:16,6h 29m,05:45,4.1,5 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kalpetta (kerala) to Bangalore,KSRTC (Kerala) - 578,₹ 670,Swift Deluxe Non AC Air Bus (2+2),20:10,6h 55m,03:05,3.1,26 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kalpetta (kerala) to Bangalore,KSRTC (Kerala) - 72,₹ 863,SWIFT-GARUDA A/C SEATER BUS,20:45,7h 40m,04:25,2.6,30 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kalpetta (kerala) to Bangalore,KSRTC (Kerala) - 1583,₹ 670,Swift Deluxe Non AC Air Bus (2+2),21:35,7h 15m,04:50,2.5,22 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kalpetta (kerala) to Bangalore,KSRTC (Kerala) - 1584,₹ 670,Swift Deluxe Non AC Air Bus (2+2),23:05,7h 10m,06:15,4.1,24 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Thrissur,Galaxy Tours,₹ 650,2+1 Air Suspension A/C Seater / Sleeper,21:45,3h,00:45,3,30 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Thrissur,YBM Travels(BLM),"₹ 1,321",A/C Sleeper (2+1),22:00,3h,01:00,4.2,33 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Thrissur,New Friends Travels,₹ 999,A/C Sleeper (2+1),22:00,3h 15m,01:15,3.8,21 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Thrissur,EMERALD TRAVELS,₹ 800,Bharat Benz A/C Seater /Sleeper (2+1),22:10,2h 20m,00:30,3.3,28 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Thrissur,EMERALD TRAVELS,₹ 800,Bharat Benz A/C Semi Sleeper (2+2),22:10,2h 20m,00:30,3.3,30 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Thrissur,CITI TOURS,₹ 600,Bharat Benz A/C Sleeper (2+1),22:45,2h 45m,01:30,3.2,27 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Thrissur,Kalpaka Travels 1,₹ 800,A/C Sleeper (2+1),23:00,1h 30m,00:30,3.8,4 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Thrissur,Madhavi Travels,₹ 849,A/C Sleeper (2+1),23:40,3h 10m,02:50,3.9,13 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Thrissur,UFO Bus,₹ 749,Bharat Benz A/C Sleeper (2+1),23:55,3h 35m,03:30,4.1,18 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Thrissur,UFO Bus,₹ 648,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:55,3h 35m,03:30,4.1,39 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Thrissur,Cochin Bus,₹ 700,Bharat Benz A/C Seater /Sleeper (2+1),23:55,3h 35m,03:30,4.3,15 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Thrissur,MERLIN CONNECT,₹ 799,Bharat Benz A/C Sleeper (2+1),23:57,3h 18m,03:15,3.4,30 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Thrissur,Shajees Motors,₹ 550,A/C Semi Sleeper (2+2),23:58,2h 52m,02:50,3.7,30 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Thrissur,Kalpaka Travels 1,₹ 699,A/C Sleeper (2+1),23:59,3h 46m,03:45,3.8,26 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Thrissur,Kalpaka Travels 1,₹ 549,A/C Semi Sleeper (2+2),23:59,3h 41m,03:40,3.8,34 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Thrissur,SG Travels,₹ 650,Bharat Benz A/C Sleeper (2+1),23:59,3h 31m,03:30,4.6,13 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Thrissur,Cochin Bus,₹ 700,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:59,3h 31m,03:30,4.3,26 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Thrissur,Cochin Bus,₹ 900,A/C Sleeper (2+1),23:59,3h 31m,03:30,4.3,10 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Thrissur,Sonia Travels,₹ 550,A/C Semi Sleeper (2+2),23:59,2h 46m,02:45,4.1,28 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Thrissur,SONIA LUXURY LINES,₹ 799,VE A/C Seater / Sleeper (2+1),23:59,2h 31m,02:30,4.5,30 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Thrissur,KSRTC (Kerala) - 726,₹ 181,Super Fast Non AC Seater (2+3),17:05,3h 20m,20:25,2.6,48 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Thrissur,KSRTC (Kerala) - 2390,₹ 253,Low Floor AC Seater 2+2,17:30,3h 30m,21:00,3.8,1 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Thrissur,KSRTC (Kerala) - 2900,₹ 253,Low Floor AC Seater 2+2,18:00,3h 20m,21:20,2.6,2 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Thrissur,KSRTC (Kerala) - 1872,₹ 253,Low Floor AC Seater 2+2,18:30,3h 5m,21:35,4.2,5 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Thrissur,KSRTC (Kerala) - 2453,₹ 253,Low Floor AC Seater 2+2,19:00,2h 50m,21:50,4.5,13 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Thrissur,KSRTC (Kerala) - 3991,₹ 216,Swift Deluxe Non AC Air Bus (2+2),19:40,3h 5m,22:45,3.6,7 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Thrissur,KSRTC (Kerala) - 3294,₹ 181,Super Fast Non AC Seater (2+3),20:20,3h 30m,23:50,3.6,40 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Thrissur,KSRTC (Kerala) - 2393,₹ 253,Low Floor AC Seater 2+2,20:30,3h 5m,23:35,3.1,11 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Thrissur,KSRTC (Kerala) - 424,₹ 181,Super Fast Non AC Seater (2+3),20:35,3h 25m,00:00,3.6,31 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Thrissur,KSRTC (Kerala) - 3981,₹ 216,Swift Deluxe Non AC Air Bus (2+2),20:40,3h 10m,23:50,3.6,5 Seats,Government,02-08-2025
APSRTC,Hyderabad to Vijayawada,IntrCity SmartBus,₹ 539,A/C Seater / Sleeper (2+1),23:05,7h 25m,06:30,4.7,11 Seats,Private,02-08-2025
APSRTC,Hyderabad to Vijayawada,IntrCity SmartBus,₹ 649,Bharat Benz A/C Seater /Sleeper (2+1),23:35,6h 30m,06:05,4.6,15 Seats,Private,02-08-2025
APSRTC,Hyderabad to Vijayawada,FRESHBUS,₹ 395,Electric A/C Seater (2+2),23:20,6h 40m,06:00,4.6,16 Seats,Private,02-08-2025
APSRTC,Hyderabad to Vijayawada,FRESHBUS,₹ 575,Electric A/C Seater (2+2),23:59,6h 36m,06:35,4.5,26 Seats,Private,02-08-2025
APSRTC,Hyderabad to Vijayawada,FRESHBUS,₹ 539,Electric A/C Seater (2+2),22:35,6h 50m,05:25,4.6,31 Seats,Private,02-08-2025
APSRTC,Hyderabad to Vijayawada,FRESHBUS,₹ 323,Electric A/C Seater (2+2),16:10,7h 55m,00:05,4.8,19 Seats,Private,02-08-2025
APSRTC,Hyderabad to Vijayawada,FRESHBUS,₹ 323,Electric A/C Seater (2+2),17:35,7h 30m,01:05,4.5,32 Seats,Private,02-08-2025
APSRTC,Hyderabad to Vijayawada,zingbus plus,₹ 473,Bharat Benz A/C Seater /Sleeper (2+1),21:55,7h 35m,05:30,4.3,17 Seats,Private,02-08-2025
APSRTC,Hyderabad to Vijayawada,NueGo,₹ 474,Electric A/C Seater (2+2),21:30,7h 25m,04:55,4.5,10 Seats,Private,02-08-2025
APSRTC,Hyderabad to Vijayawada,zingbus plus,₹ 527,A/C Seater / Sleeper (2+1),23:10,6h 45m,05:55,4.4,26 Seats,Private,02-08-2025
APSRTC,Hyderabad to Vijayawada,APSRTC - 3376,₹ 436,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:45,6h 30m,23:15,3.8,27 Seats,Government,02-08-2025
APSRTC,Hyderabad to Vijayawada,APSRTC - 3570,₹ 670,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),17:15,6h 40m,23:55,3.7,41 Seats,Government,02-08-2025
APSRTC,Hyderabad to Vijayawada,APSRTC - 3366,₹ 469,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:55,7h 50m,01:45,2.6,29 Seats,Government,02-08-2025
APSRTC,Hyderabad to Vijayawada,APSRTC - 3360,₹ 720,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),18:25,7h 5m,01:30,3.6,38 Seats,Government,02-08-2025
APSRTC,Hyderabad to Vijayawada,APSRTC - 2575,₹ 639,NIGHT RIDER (SEATER CUM SLEEPER),18:55,6h 50m,01:45,2.5,30 Seats,Government,02-08-2025
APSRTC,Hyderabad to Vijayawada,APSRTC - 2674,₹ 469,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,7h 50m,03:05,3.4,27 Seats,Government,02-08-2025
APSRTC,Hyderabad to Vijayawada,APSRTC - 2898,₹ 607,STAR LINER(NON-AC SLEEPER 2+1),19:25,6h 20m,01:45,4.8,22 Seats,Government,02-08-2025
APSRTC,Hyderabad to Vijayawada,APSRTC - 4916,₹ 469,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:25,6h 50m,02:15,1.2,31 Seats,Government,02-08-2025
APSRTC,Hyderabad to Vijayawada,APSRTC - 24262,₹ 469,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,7h,02:30,3.8,17 Seats,Government,02-08-2025
APSRTC,Hyderabad to Vijayawada,APSRTC - 98050,₹ 436,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,7h,02:30,4.9,32 Seats,Government,02-08-2025
APSRTC,Vijayawada to Hyderabad,FRESHBUS,₹ 404,Electric A/C Seater (2+2),16:40,6h 50m,23:30,4.7,10 Seats,Private,02-08-2025
APSRTC,Vijayawada to Hyderabad,FRESHBUS,₹ 323,Electric A/C Seater (2+2),17:40,6h 50m,00:30,4.7,27 Seats,Private,02-08-2025
APSRTC,Vijayawada to Hyderabad,FRESHBUS,₹ 449,Electric A/C Seater (2+2),22:50,6h 42m,05:32,4.6,28 Seats,Private,02-08-2025
APSRTC,Vijayawada to Hyderabad,FRESHBUS,₹ 458,Electric A/C Seater (2+2),23:42,6h 50m,06:32,4.5,30 Seats,Private,02-08-2025
APSRTC,Vijayawada to Hyderabad,FRESHBUS,₹ 428,Electric A/C Seater (2+2),22:00,6h 32m,04:32,4.6,32 Seats,Private,02-08-2025
APSRTC,Vijayawada to Hyderabad,FRESHBUS,₹ 449,Electric A/C Seater (2+2),23:59,7h 33m,07:32,4.6,38 Seats,Private,02-08-2025
APSRTC,Vijayawada to Hyderabad,IntrCity SmartBus,₹ 429,Bharat Benz A/C Seater /Sleeper (2+1),23:05,6h 55m,06:00,4.5,18 Seats,Private,02-08-2025
APSRTC,Vijayawada to Hyderabad,Sai RK Travels,₹ 510,Non A/C Seater / Sleeper (2+1),22:10,7h 20m,05:30,3.6,16 Seats,Private,02-08-2025
APSRTC,Vijayawada to Hyderabad,IntrCity SmartBus,₹ 569,A/C Seater / Sleeper (2+1),23:45,6h 25m,06:10,4.6,19 Seats,Private,02-08-2025
APSRTC,Vijayawada to Hyderabad,zingbus plus,₹ 474,A/C Seater / Sleeper (2+1),23:40,6h 30m,06:10,4.5,20 Seats,Private,02-08-2025
APSRTC,Vijayawada to Hyderabad,APSRTC - 35271,₹ 538,INDRA(A.C. Seater),17:00,6h 10m,23:10,3.1,34 Seats,Government,02-08-2025
APSRTC,Vijayawada to Hyderabad,APSRTC - 35135,₹ 670,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),17:45,6h 22m,00:07,4.4,38 Seats,Government,02-08-2025
APSRTC,Vijayawada to Hyderabad,APSRTC - 35085,₹ 720,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),18:30,6h 55m,01:25,3.7,42 Seats,Government,02-08-2025
APSRTC,Vijayawada to Hyderabad,APSRTC - 23507,₹ 528,INDRA(A.C. Seater),19:00,6h 5m,01:05,2.1,18 Seats,Government,02-08-2025
APSRTC,Vijayawada to Hyderabad,APSRTC - 3613,₹ 436,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,7h 42m,02:42,4.2,28 Seats,Government,02-08-2025
APSRTC,Vijayawada to Hyderabad,APSRTC - 9316,₹ 436,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:20,7h 50m,04:10,4.5,22 Seats,Government,02-08-2025
APSRTC,Vijayawada to Hyderabad,APSRTC - 35189,₹ 670,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),20:30,5h 5m,01:35,4.6,36 Seats,Government,02-08-2025
APSRTC,Vijayawada to Hyderabad,APSRTC - 4046,₹ 446,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,6h 40m,03:40,3.8,18 Seats,Government,02-08-2025
APSRTC,Vijayawada to Hyderabad,APSRTC - 9651,₹ 469,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,7h 41m,04:41,4.3,15 Seats,Government,02-08-2025
APSRTC,Vijayawada to Hyderabad,APSRTC - 9654,₹ 446,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40,7h 40m,05:20,3.9,7 Seats,Government,02-08-2025
APSRTC,Chittoor (Andhra Pradesh) to Bangalore,NueGo,₹ 342,Electric A/C Seater (2+2),16:50,6h,22:50,3.9,1 Seats,Private,02-08-2025
APSRTC,Chittoor (Andhra Pradesh) to Bangalore,Yolo Bus,₹ 399,Bharat Benz A/C Seater /Sleeper (2+1),17:17,4h 49m,22:06,3.6,1 Seats,Private,02-08-2025
APSRTC,Chittoor (Andhra Pradesh) to Bangalore,KTC Travels,₹ 500,A/C Sleeper (2+1),17:35,4h 25m,22:00,3.8,19 Seats,Private,02-08-2025
APSRTC,Chittoor (Andhra Pradesh) to Bangalore,KTC Travels,₹ 395,A/C Sleeper (2+1),17:55,4h 40m,22:35,3.8,16 Seats,Private,02-08-2025
APSRTC,Chittoor (Andhra Pradesh) to Bangalore,FRESHBUS,₹ 395,Electric A/C Seater (2+2),18:35,3h 55m,22:30,4.7,11 Seats,Private,02-08-2025
APSRTC,Chittoor (Andhra Pradesh) to Bangalore,NueGo,₹ 332,Electric A/C Seater (2+2),19:20,28h 25m,23:45,4.4,26 Seats,Private,02-08-2025
APSRTC,Chittoor (Andhra Pradesh) to Bangalore,FRESHBUS,₹ 350,Electric A/C Seater (2+2),19:50,4h 15m,00:05,5,40 Seats,Private,02-08-2025
APSRTC,Chittoor (Andhra Pradesh) to Bangalore,Yolo Bus,₹ 499,Bharat Benz A/C Seater /Sleeper (2+1),20:05,4h 37m,00:42,4,17 Seats,Private,02-08-2025
APSRTC,Chittoor (Andhra Pradesh) to Bangalore,Yolo Bus,₹ 429,Bharat Benz A/C Seater /Sleeper (2+1),20:21,4h 37m,00:58,3.8,17 Seats,Private,02-08-2025
APSRTC,Chittoor (Andhra Pradesh) to Bangalore,NueGo,₹ 332,Electric A/C Seater (2+2),20:50,5h 25m,02:15,4.3,36 Seats,Private,02-08-2025
APSRTC,Chittoor (Andhra Pradesh) to Bangalore,APSRTC - 9049,₹ 239,Express Non AC Seater 2+3,17:15,4h 25m,21:40,4.2,3 Seats,Government,02-08-2025
APSRTC,Chittoor (Andhra Pradesh) to Bangalore,APSRTC - 9888,₹ 202,Express Non AC Seater 2+3,18:45,4h 35m,23:20,3.8,35 Seats,Government,02-08-2025
APSRTC,Chittoor (Andhra Pradesh) to Bangalore,APSRTC - 9003,₹ 218,Express Non AC Seater 2+3,20:00,4h 25m,00:25,3.8,44 Seats,Government,02-08-2025
APSRTC,Chittoor (Andhra Pradesh) to Bangalore,APSRTC - 9041,₹ 239,Express Non AC Seater 2+3,21:00,4h 25m,01:25,4.3,32 Seats,Government,02-08-2025
APSRTC,Chittoor (Andhra Pradesh) to Bangalore,APSRTC - 9080,₹ 239,Express Non AC Seater 2+3,21:45,4h 30m,02:15,4,33 Seats,Government,02-08-2025
APSRTC,Chittoor (Andhra Pradesh) to Bangalore,APSRTC - 5524,₹ 202,Express Non AC Seater 2+3,22:45,4h 10m,02:55,4,42 Seats,Government,02-08-2025
APSRTC,Chittoor (Andhra Pradesh) to Bangalore,APSRTC - 9061,₹ 239,Express Non AC Seater 2+3,23:15,4h 30m,03:45,4.4,44 Seats,Government,02-08-2025
APSRTC,Chittoor (Andhra Pradesh) to Bangalore,APSRTC - 5528,₹ 334,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:59,4h 31m,04:30,4.5,27 Seats,Government,02-08-2025
APSRTC,Kakinada to Visakhapatnam,SRI VIJAYA KRISHNA TOURS and TRAVELS,₹ 999,Non A/C Seater / Sleeper (2+1),23:59,4h 31m,04:30,3.5,18 Seats,Private,02-08-2025
APSRTC,Kakinada to Visakhapatnam,Gaganasri Travels,"₹ 5,000",Non A/C Seater / Sleeper (2+1),23:50,3h 40m,03:30,,1 Seats,Private,02-08-2025
APSRTC,Kakinada to Visakhapatnam,APSRTC - 3406,₹ 281,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:45,3h 45m,20:30,3.9,34 Seats,Government,02-08-2025
APSRTC,Kakinada to Visakhapatnam,APSRTC - 2891,₹ 340,INDRA(A.C. Seater),17:00,3h,20:00,3.6,3 Seats,Government,02-08-2025
APSRTC,Kakinada to Visakhapatnam,APSRTC - 2534,₹ 281,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:15,4h 30m,21:45,3.9,34 Seats,Government,02-08-2025
APSRTC,Kakinada to Visakhapatnam,APSRTC - 2815,₹ 281,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,3h,20:30,4.1,29 Seats,Government,02-08-2025
APSRTC,Kakinada to Visakhapatnam,APSRTC - 23527,₹ 281,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:45,4h 30m,22:15,3.9,34 Seats,Government,02-08-2025
APSRTC,Kakinada to Visakhapatnam,APSRTC - 27083,₹ 383,METRO LUXURY A/C,18:00,3h,21:00,3.5,17 Seats,Government,02-08-2025
APSRTC,Kakinada to Visakhapatnam,APSRTC - 3332,₹ 281,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,4h,22:00,4.3,34 Seats,Government,02-08-2025
APSRTC,Kakinada to Visakhapatnam,APSRTC - 2869,₹ 281,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,3h,21:30,3,28 Seats,Government,02-08-2025
APSRTC,Kakinada to Visakhapatnam,APSRTC - 2857,₹ 269,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",18:30,5h,23:30,3.9,29 Seats,Government,02-08-2025
APSRTC,Kakinada to Visakhapatnam,APSRTC - 3324,₹ 281,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,4h,23:00,3.3,34 Seats,Government,02-08-2025
APSRTC,Bangalore to Tirupati,FlixBus,₹ 535,A/C Sleeper (2+1),15:45,4h 55m,20:40,4.7,12 Seats,Private,02-08-2025
APSRTC,Bangalore to Tirupati,FlixBus,₹ 535,A/C Sleeper (2+1),15:50,6h 30m,22:20,4.2,11 Seats,Private,02-08-2025
APSRTC,Bangalore to Tirupati,FRESHBUS,₹ 314,Electric A/C Seater (2+2),15:50,5h 10m,21:00,4.6,4 Seats,Private,02-08-2025
APSRTC,Bangalore to Tirupati,HYBUS,₹ 494,Bharat Benz A/C Sleeper (2+1),22:30,6h 30m,05:00,4.5,23 Seats,Private,02-08-2025
APSRTC,Bangalore to Tirupati,Yolo Bus,₹ 199,Bharat Benz A/C Seater /Sleeper (2+1),15:59,5h 40m,21:39,3.7,12 Seats,Private,02-08-2025
APSRTC,Bangalore to Tirupati,GMC Travels,₹ 780,A/C Seater / Sleeper (2+1),16:15,4h 55m,21:10,4,29 Seats,Private,02-08-2025
APSRTC,Bangalore to Tirupati,Shree Manikanta Travels,₹ 699,Volvo 9600 Multi-Axle A/C Sleeper (2+1),16:30,4h 50m,21:20,4,6 Seats,Private,02-08-2025
APSRTC,Bangalore to Tirupati,HYBUS,₹ 585,Bharat Benz A/C Sleeper (2+1),22:00,6h 30m,04:30,4.4,18 Seats,Private,02-08-2025
APSRTC,Bangalore to Tirupati,FRESHBUS,₹ 350,Electric A/C Seater (2+2),19:35,5h 40m,01:15,4.7,35 Seats,Private,02-08-2025
APSRTC,Bangalore to Tirupati,BSRM Travels,₹ 404,A/C Seater / Sleeper (2+1),21:00,7h,04:00,4.4,17 Seats,Private,02-08-2025
APSRTC,Bangalore to Tirupati,APSRTC - 4157,₹ 426,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:45,6h 15m,23:00,3.9,30 Seats,Government,02-08-2025
APSRTC,Bangalore to Tirupati,APSRTC - 4310,₹ 426,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:15,5h 45m,23:00,3.6,30 Seats,Government,02-08-2025
APSRTC,Bangalore to Tirupati,APSRTC - 9020,₹ 312,Express Non AC Seater 2+3,17:30,6h 25m,23:55,3.7,35 Seats,Government,02-08-2025
APSRTC,Bangalore to Tirupati,APSRTC - 3871,₹ 731,VENNELA (A.C. SLEEPER),17:30,6h 25m,23:55,4.3,17 Seats,Government,02-08-2025
APSRTC,Bangalore to Tirupati,APSRTC - 4020,₹ 426,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:15,5h 35m,23:50,2.9,31 Seats,Government,02-08-2025
APSRTC,Bangalore to Tirupati,APSRTC - 47211,₹ 312,Express Non AC Seater 2+3,18:30,6h 20m,00:50,2.3,28 Seats,Government,02-08-2025
APSRTC,Bangalore to Tirupati,APSRTC - 4610,₹ 426,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,6h,01:00,3.7,26 Seats,Government,02-08-2025
APSRTC,Bangalore to Tirupati,APSRTC - 5082,₹ 426,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:20,6h 5m,02:25,3.8,25 Seats,Government,02-08-2025
APSRTC,Bangalore to Tirupati,APSRTC - 5501,₹ 312,SAPTAGIRI EXPRESS,20:30,6h,02:30,3.8,36 Seats,Government,02-08-2025
APSRTC,Bangalore to Tirupati,APSRTC - 5497,₹ 312,SAPTAGIRI EXPRESS,21:00,6h,03:00,4.1,42 Seats,Government,02-08-2025
APSRTC,Ongole to Hyderabad,Vikram Travels,₹ 499,A/C Seater / Sleeper (2+1),23:15,7h 3m,06:18,4.7,10 Seats,Private,02-08-2025
APSRTC,Ongole to Hyderabad,Sri Vengamamba Bus Transport (SVBT),₹ 650,A/C Seater / Sleeper (2+1),23:00,7h 35m,06:35,4.7,14 Seats,Private,02-08-2025
APSRTC,Ongole to Hyderabad,FlixBus,₹ 901,A/C Sleeper (2+1),23:55,7h 15m,07:10,4.7,8 Seats,Private,02-08-2025
APSRTC,Ongole to Hyderabad,IntrCity SmartBus,"₹ 1,079",AC Sleeper (2+1),23:40,6h 40m,06:20,4.7,6 Seats,Private,02-08-2025
APSRTC,Ongole to Hyderabad,Kaveri Travels,₹ 500,NON AC Seater / Sleeper 2+1,22:20,7h 25m,05:45,4.6,17 Seats,Private,02-08-2025
APSRTC,Ongole to Hyderabad,V Kaveri Travels,₹ 999,Volvo 9600 Multi-Axle A/C Sleeper (2+1),23:20,7h 5m,06:25,4.5,14 Seats,Private,02-08-2025
APSRTC,Ongole to Hyderabad,Sri Vengamamba Bus Transport (SVBT),"₹ 1,090",A/C Sleeper (2+1),22:30,7h 35m,06:05,4.5,7 Seats,Private,02-08-2025
APSRTC,Ongole to Hyderabad,V Kaveri Travels,₹ 800,NON A/C Sleeper (2+1),22:00,7h 55m,05:55,4.5,11 Seats,Private,02-08-2025
APSRTC,Ongole to Hyderabad,Kaveri Travels,₹ 799,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),23:35,7h 5m,06:40,4.5,14 Seats,Private,02-08-2025
APSRTC,Ongole to Hyderabad,Kaveri Travels,₹ 979,A/C Sleeper (2+1),21:50,8h 5m,05:55,4.3,14 Seats,Private,02-08-2025
APSRTC,Ongole to Hyderabad,APSRTC - 5380,₹ 624,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,10h 6m,05:06,3.9,13 Seats,Government,02-08-2025
APSRTC,Ongole to Hyderabad,APSRTC - 5866,₹ 602,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,10h 1m,05:46,4.7,11 Seats,Government,02-08-2025
APSRTC,Ongole to Hyderabad,APSRTC - 5913,₹ 590,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,9h 6m,05:36,4.5,17 Seats,Government,02-08-2025
APSRTC,Ongole to Hyderabad,APSRTC - 45901,₹ 555,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,7h 20m,04:20,3.9,8 Seats,Government,02-08-2025
APSRTC,Ongole to Hyderabad,APSRTC - 5915,₹ 605,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,8h 5m,05:20,4,1 Seats,Government,02-08-2025
APSRTC,Ongole to Hyderabad,APSRTC - 5957,₹ 719,STAR LINER(NON-AC SLEEPER 2+1),21:30,6h 30m,04:00,4.7,4 Seats,Government,02-08-2025
APSRTC,Ongole to Hyderabad,APSRTC - 48820,₹ 555,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,7h 25m,04:55,3.8,13 Seats,Government,02-08-2025
APSRTC,Ongole to Hyderabad,APSRTC - 5927,₹ 555,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,6h 35m,04:20,4.4,11 Seats,Government,02-08-2025
APSRTC,Ongole to Hyderabad,APSRTC - 5378,₹ 671,INDRA(A.C. Seater),22:00,6h 40m,04:40,4.2,15 Seats,Government,02-08-2025
